datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
2004-05-06 09:52:00,alpharetta,ga,us,sphere,20,20 seconds,White Sphere flying below and at right ange to an airliner.,2004-05-10,34.0752778,-84.2941667
2004-05-06 12:59:00,bakersfield,ca,us,unknown,360,6 minutes,Object was flashing orange/white lights and moving in circles very slowly and vanished,2004-05-10,35.3733333,-119.0177778
2004-05-06 17:15:00,charlotte,nc,us,changing,25,25 seconds,Un-earthly object descends from sky,2004-05-10,35.2269444,-80.8433333
2004-05-06 19:25:00,goedehoop&#44strand (south africa),,,fireball,60,+- 1 min,Hi  Myself and the kids spotted something which we can only describe as an UFO last night. What happened was this :  We live in Goedeho,2004-05-10,-34.097936,18.829898
2004-05-06 21:00:00,clarksville,tx,us,sphere,600,10 minutes,Objects make transfer in night skies ?,2004-06-04,33.6105556,-95.0525
2004-05-06 21:00:00,cleveland,ms,us,unknown,1800,about 30 mins,It looked like a bright yellow star flickering b &amp; r and also emitting these b &amp; r lights around it.  ((NUFORC Note:  Venus?  PD)),2004-05-10,33.7438889,-90.7247222
2004-05-06 21:00:00,joplin,mo,us,changing,7200,2 hrs,disc shape with faces in middle&#44 bright light changing into different shapes,2004-05-10,37.0841667,-94.5130556
2004-05-06 22:00:00,surprise,az,us,light,900,15min,A few months ago I reported seeing lights that I could not explain behind the white tanks mountains west of Phx.To be honest with you I,2004-05-10,33.6305556,-112.3325
2004-05-06 23:20:00,gravenhurst (canada),on,ca,triangle,10,10 seconds,Low flying aircraft - no flashing lights - no sound - travelling at speed,2004-05-10,44.916667,-79.366667
2005-05-06 00:30:00,portsmouth (uk/england),,gb,cigar,300,5 mins appox,cigar shape craft seen,2005-07-05,50.7967,-1.083333
2005-05-06 18:30:00,emerald (near) (qld&#44 australia),,au,triangle,120,2 minutes,Seen a large black object in the sky with red lights at each point.,2005-05-11,-37.931671,145.440933
2005-05-06 21:00:00,sedona,az,us,light,300,5 minutes,Erratic lights west of Airport Mesa,2005-06-20,34.8697222,-111.7602778
2005-05-06 23:19:00,blue springs,mo,us,unknown,420,just over 7 minutes,Amber-ish burning light shapeshifting into an array of lights moving very in slow motion but fast at the same time.....can&#39t explain it,2005-05-11,39.0169444,-94.2813889
2006-05-06 01:00:00,ankara (turkey),,,circle,360,5-6 minutes,I HAVE SEEN IT WITH MY SISTER IT WAS VERY CLOSE TO US IT WENT THROUGH BEH&amp;#304;ND FROM ONE BUILDING TO ANOTHER SO WE HAV,2006-05-15,39.92077,32.85411
2006-05-06 01:00:00,orlando,fl,us,formation,600,10mins,Corkscrew object seen in the Orlando&#44Fl skies,2006-05-15,28.5380556,-81.3794444
2006-05-06 04:45:00,maysville,ok,us,light,30,30 seconds,early morning moving light,2006-05-15,34.8172222,-97.4055556
2006-05-06 05:30:00,southport (uk/england),,gb,,45,45 seconds,5.6.06  hexigon shape craft over the town of southport england,2007-06-12,53.666667,-3
2006-05-06 07:45:00,westminster,co,us,light,15,10 - 15 seconds,Lights moving in triangle formation,2006-05-15,39.8366667,-105.0366667
2006-05-06 11:30:00,sierra vista,az,us,unknown,420,6-7 minutes,Day light aerial object resembles flying domed skylight,2006-07-16,31.5544444,-110.3030556
2006-05-06 12:00:00,dubai (united arab republic),,,cigar,10,10 sec,UFO discovered on photograph taken in the UAE,2007-06-12,25.047664,55.181741
2006-05-06 12:00:00,uk/wales,,,triangle,10,half hour,BRECON BEACONS UFO/S  ((NUFORC Note:  Possible birds in distance??  PD)),2006-05-15,52.130661,-3.783712
2006-05-06 14:00:00,evans,ny,,cylinder,60,1 minute,Watched a object move above the tree line in a south to north direction&#44 very slowely It was round&#44 or round within a cube.  Mettalic&#44,2006-10-30,42.663923,-78.996689
2006-05-06 14:30:00,east brunswick,nj,us,circle,300,5 minutes,Small circular object silver and black&#44 moves across sky&#44 hovers then disappears.,2006-07-16,40.4277778,-74.4163889
2006-05-06 16:30:00,redford,mi,us,sphere,900,approx 15 mins,At approximately 4:30 pm I was just sitting on the deck watching planes and looked up because I saw a commercial liner and I just watch,2006-05-15,42.3833333,-83.2966667
2006-05-06 18:00:00,fort myers,fl,us,sphere,900,15 min,Metalic object of sphereical shape exactly like the object I reported on 4/3/06 in the east 18:30 estimated 60 to 100&#44000 feet    60deg,2006-05-15,26.6402778,-81.8725
2006-05-06 21:30:00,lake wales,fl,us,formation,300,5 min,The formation of six lights appeard in Lake Wales&#44 and vanished in about five minutes.,2006-05-15,27.9011111,-81.5861111
2006-05-06 22:00:00,maupin,or,us,light,180,2-3 min,My girlfriend and I were camping on the Deschutes river and late one night at roughly 22:00 we happened to be looking up at the stars&#44,2007-04-27,45.1752778,-121.0802778
2006-05-06 22:10:00,ajax (canada),on,ca,light,180,2 or 3minutes,Solid like a star&#44 no blinking lights&#44 no sound at all. Shooting star?????........NO WAY&#33  ((NUFORC Note:  Overflight of the ISS.  PD)),2006-05-15,43.85,-79.016667
2006-05-06 22:10:00,vero beach,fl,us,circle,30,0:30,GROUPING OF AMBER COLORED ROUND LIGHTS ALL IN A HORIZONTAL POSITION&#44 SAME LEVEL,2006-05-15,27.6383333,-80.3975
2006-05-06 22:20:00,newburgh,ny,us,light,30,30 seconds,On 5/6/06 at 10:20 PM we spotted a big round ball of light moving swifly across the sky in Newburgh&#44 NY.,2006-05-15,41.5033333,-74.0108333
2006-05-06 22:40:00,still river,ma,us,light,480,8 minutes,Bright Yellow/Pale Orange Light in the Northwest Sky over the Former Fort Devens,2006-05-15,42.4916667,-71.6180556
2006-05-06 23:00:00,omaha,ne,us,triangle,120,2 minutes,Triangular-shaped&#44 low-flying aircraft hovering over Omaha city street.,2006-05-15,41.2586111,-95.9375
2006-05-06 23:45:00,winona,mn,us,formation,5,5 seconds,Four separate bright white lights traveling across the sky&#44 distort the light from stars as they pass.,2006-05-15,44.05,-91.6391667
2007-05-06 09:45:00,missoula,mt,us,cone,300,5 minutes,Strange object enters atmosphere above Montana causing earthquake when it struck the earth...,2007-06-12,46.8722222,-113.9930556
2007-05-06 12:30:00,waldorf,md,us,cigar,300,5 min,Hovering cigar shaped object.,2007-06-12,38.6244444,-76.9394444
2007-05-06 12:35:00,kalamazoo,mi,us,cone,600,10 minutes,A slightly conical black UFO hovered for roughly 10 minutes over Kalamazoo&#44 Michigan.,2007-06-12,42.2916667,-85.5872222
2007-05-06 15:30:00,new york city (queens),ny,us,oval,2700,45 mins,Brilliant white orbs&#44 similiar to stars&#44 in the sky over Queens&#44 New York.,2007-06-12,40.7141667,-74.0063889
2007-05-06 16:45:00,flint,mi,us,other,480,4-8 min,WATCHED DISGUIESED UFO MANEVUER FOR SEVERAL MINUTES SOMETIMES AS CLOSE AS 100 YARDS,2007-06-12,43.0125,-83.6875
2007-05-06 18:00:00,canadensis,pa,us,changing,300,3-5 minutes,Silver sphere changed to rocket over PA.,2007-06-12,41.1919444,-75.2516667
2007-05-06 22:00:00,corona,ca,us,triangle,120,2 minutes,Red triangles and piercing sound in Southern California on 5/6/07,2007-06-12,33.8752778,-117.5655556
2007-05-06 22:30:00,plano,tx,us,rectangle,300,5 min.,Strange hovering object with strobing light and air force jet on pusuite,2007-06-12,33.0197222,-96.6986111
2008-05-06 00:30:00,mt. washington,ky,us,light,30,2 and a half min,Mysterious light travels slow&#44 emits brilliant blue light  which propels it across the sky&#44 then ascends into obscurity.,2008-06-12,38.05,-85.5458333
2008-05-06 03:00:00,west hartford,ct,us,light,7200,2 hiours,ONE BIG CENTER LIGHT TWO SMALL LIGHTS TO THE RIGHT AND ONE SMALL LIGHT TO THE LEFT AT TIMES THE BIG CENTER LIGHT APPEARED TO HAVE RED L,2008-06-12,41.7636111,-72.6855556
2008-05-06 06:30:00,dryden,ny,us,triangle,30,30 seconds,Larg triangle seen in the sky early in the morning.,2008-06-12,42.4908333,-76.2975
2008-05-06 16:30:00,chicago,il,us,changing,600,5 to 10 minutes,boomerang shaped object hanging in the air changed shape and looked like a string then metal ball,2008-06-12,41.85,-87.65
2008-05-06 23:00:00,goshen,in,us,oval,240,4 minutes,A few orange flying ovals appear for four minutes after a fireworks show. 500 Lights On Object0: Yes,2008-08-12,41.5822222,-85.8344444
2009-05-06 00:15:00,cardiff (uk/wales),,gb,teardrop,120,1 to 2 minutes,bright orange glowing UFO sighted hovering up and down,2009-05-12,51.5,-3.2
2009-05-06 00:45:00,lindstrom,mn,us,light,300,5 minutes,Looked like a satellite&#44 but moved in all sorts of different directions at varying speeds.,2009-05-12,45.3894444,-92.8477778
2009-05-06 19:01:00,seoul (korea),,,disk,5,5 seconds,Small&#44 spinning disc-shaped object seen by military helicopter over Seoul&#44 South Korea,2009-05-12,37.566535,126.977969
2009-05-06 21:30:00,lake havasu city,az,us,light,5,5 seconds,Big glowing orange balls in the sky,2009-05-12,34.4838889,-114.3216667
2009-05-06 21:36:00,federal way,wa,us,,0.2,200 ms,Pinkish white light moved *VERY RAPIDLY* across the sky.,2009-05-12,47.3225,-122.3113889
2009-05-06 22:00:00,mohawk valley mtns.,az,,light,900,15 mins,Dividing lights over Mohawk Valley mountains in Arizona.,2009-05-12,34.048928,-111.093731
2010-05-06 00:00:00,mt. vernon,oh,us,sphere,10,7 -10 seconds,a huge orange ball of light shot across the sky with stealth spped then dissapered,2010-05-12,40.3933333,-82.4858333
2010-05-06 12:30:00,charlotte,nc,us,oval,720,12 minutes,2 White Oval Balls moving across Charlotte NC sky,2010-05-12,35.2269444,-80.8433333
2010-05-06 20:00:00,jacksonville,fl,us,triangle,73800,2 1/2 hrs.,SILENT TRIANGLE SPARKLING LIGHTS INVISBLE CENTER.,2010-05-12,30.3319444,-81.6558333
2010-05-06 21:00:00,anderson,mo,us,unknown,3600,1 hour,Possible UFO&#39s hover over Anderson&#44 MO Almost nightly.  ((NUFORC Note:  Venus?  PD)),2010-05-12,36.6505556,-94.4433333
2010-05-06 21:15:00,kissimmee,fl,us,triangle,240,4 minutes,At 9:15 pm&#44 saw 2 ufos&#44 1 behind the other&#44 not far from land.  Their lights would go on &amp; go all the way off&#44 white to yellow.,2014-04-04,28.2916667,-81.4077778
2010-05-06 21:20:00,sacramento,ca,us,light,360,about 6 min,Three bright lights low in the night sky almost equidistant from each other over Sacramento&#44 California.,2010-05-12,38.5816667,-121.4933333
2010-05-06 21:30:00,hadley,ma,us,light,180,2-3 minutes,bright amber light over Amherst-Hadley MA,2010-05-12,42.3416667,-72.5888889
2010-05-06 22:00:00,proctorville,oh,us,light,7200,2 hrs,it was likede it knew we were watching.,2010-06-03,38.4369444,-82.3772222
2010-05-06 23:23:00,fairfield,ca,us,unknown,120,1-2 min,Gliding green light seen over Fairfield&#44 CA sky on 5/6/10&#44 23:23...turned yellow as it continued its course out of sight.,2010-05-12,38.2494444,-122.0388889
2011-05-06 09:12:00,laporte,in,us,oval,1,1 second,Bright oval object emerging from tree,2011-05-29,41.6105556,-86.7225
2011-05-06 09:15:00,lexington,ma,us,triangle,25,25 seconds,Triangular tumbling object with red grey shimmering light flying over highway 95 Lexington Mass morning May 6th 2011,2011-05-12,42.4472222,-71.225
2011-05-06 14:00:00,hunlock creek,pa,us,triangle,30,30 seconds,Triangular shaped object viewed during daytime hours in Northeastern PA,2011-05-12,41.2058333,-76.0663889
2011-05-06 20:56:00,topanga canyon,ca,,light,240,2-4 minutes,Slow moving bright white light dimmed in intensity&#44 dimmed a little more then completely dissappeared. ((NUFORC Note:  ISS.  PD)),2011-05-12,34.091945,-118.602132
2011-05-06 21:45:00,mendocino,ca,us,fireball,300,5 min,The dogs started barking. I walked outside to find my husband and happened to glance up b/c a light caught my eye.  I continued to watc,2011-05-29,39.3077778,-123.7983333
2011-05-06 22:10:00,huntsville,al,us,triangle,5,4-5 sec.,&quot;very aggressive&#39&#39,2011-05-12,34.7302778,-86.5861111
2011-05-06 22:45:00,sherbrooke (canada),qc,ca,triangle,5,0:00:05,V-Shaped Triangle UFO,2011-05-12,45.4,-71.9
2011-05-06 23:20:00,colchester,vt,us,chevron,180,3 minutes,Orange light arch in Vermont.,2011-05-12,44.5438889,-73.1483333
2012-05-06 01:00:00,plymouth,in,us,circle,300,5 minutes,Unidentified flying object&#44 red circle with yellow center floating in the sky.,2012-05-13,41.3436111,-86.3097222
2012-05-06 05:00:00,cape town (south africa),,,fireball,30,30seconds,Ball of fire falling from sky,2012-05-13,-33.924868,18.424055
2012-05-06 14:00:00,torrance,ca,us,unknown,300,5 mins,A giant bird flying across Torrance.,2012-05-13,33.8358333,-118.3397222
2012-05-06 15:30:00,vinton,ia,us,triangle,120,1-2 minutes,Transparent  triangular shaped object,2012-06-14,42.1686111,-92.0233333
2012-05-06 19:55:00,oak lawn,il,us,unknown,240,4 minutes,Pilot might of saw what I saw and object flying was maybe just a Chinese Candle or Chinese Latern.,2012-05-13,41.7108333,-87.7580556
2012-05-06 20:55:00,el dorado hills,ca,us,light,300,5 minutes,Object moved at a rapid speed in several directions disappereared/reappeared.,2012-05-13,38.6858333,-121.0811111
2012-05-06 21:00:00,apopka,fl,us,fireball,1800,30 minutes,8-10 Orange Orbs observed by 8 witnesses and later 2 black helicopters arrive,2012-08-05,28.6802778,-81.5097222
2012-05-06 21:25:00,sparks,nv,us,light,240,4 min,Fire Red Bright Light Over Reno Nevada Moving Fast &amp; Darting Right To Left 05/06/12  9:25PM,2012-05-13,39.535,-119.7516667
2012-05-06 21:35:00,danville,va,us,unknown,1800,30 mins,Red green and blue spinning light seen in the sky in front of Orion. 05-06-12.  ((NUFORC Note:  Sirius??  PD)),2012-05-13,36.5858333,-79.3952778
2012-05-06 22:00:00,rock stream,ny,us,sphere,60,1 min,Blue orb shows up in three pictures while taking shots of the moon,2012-05-13,42.4711111,-76.9277778
2012-05-06 22:00:00,saint anne,il,us,oval,1200,15-20 minutes,A blue object with circular flashes around it&#44 and a soft hum.,2012-05-13,41.025,-87.7138889
2012-05-06 22:34:00,westville,il,us,circle,660,11 min,3 red flashing ufos in a triangular formation.,2012-05-13,40.0422222,-87.6386111
2012-05-06 22:52:00,washington&#44 d.c.,dc,,sphere,3,3 seconds,2 luminous spheres converged into the image frame from 2 different directions&#44 and flew by,2012-05-29,38.907231,-77.036464
2012-05-06 22:56:00,paducah,ky,us,light,4,4 seconds,Four flashing stobe lights moving quickly in the sky.,2012-05-13,37.0833333,-88.6
2012-05-06 23:39:00,waterbury,ct,us,disk,900,15 miuts,What&#39s flying over the Clock Tower in Waterbury?,2012-05-13,41.5580556,-73.0519444
2012-05-06 23:55:00,chatham,il,us,disk,240,4 minutes,11:55 pm over chatham 2 amber lights  and a blue sphere,2012-10-30,39.6761111,-89.7044444
2013-05-06 00:00:00,princeton,tx,us,teardrop,180,3 minutes,Strafe objects and lights over house,2013-05-15,33.18,-96.4977778
2013-05-06 00:10:00,hobart (australia),,au,light,60,1 minute,Strange orange light in Australia.,2013-05-15,-42.883209,147.331665
2013-05-06 05:30:00,orlando,fl,us,formation,10,10 seconds,Formation of lights at high altitude moving across pre-dawn sky with lead light followed by three more lights in triangular formation.,2013-05-15,28.5380556,-81.3794444
2013-05-06 05:45:00,florence,sc,us,changing,180,3 minutes,It was 5:45am I looked up towards the west. There was only one star in the sky just above the tree line. It was very bright and twinkle,2013-05-15,34.1952778,-79.7627778
2013-05-06 16:50:00,gardner,ma,us,light,1200,20 minutes,Daylight Star?,2013-05-15,42.575,-71.9986111
2013-05-06 22:00:00,st. albans,vt,us,disk,120,2 minutes,COMPLETE VISUAL SIGHTING.,2013-05-15,44.8108333,-73.0836111
2013-05-06 23:00:00,cresco,ia,us,triangle,5,5 seconds,Silent and very fast triangular craft that was out of sight within a few seconds.,2013-05-15,43.3813889,-92.1138889
2013-05-06 23:26:00,federal way,wa,us,fireball,1408,23:28,Burning Ball in the sky in Federal Way Washington,2013-05-15,47.3225,-122.3113889
2013-05-06 23:45:00,uk/england,,,unknown,6,6 seconds,It did emit audio sound which was within my Db range.,2013-07-03,52.355518,-1.17432
2014-05-06 01:00:00,hernando,ms,us,light,15,5-15 seconds,Almost transparent&#44 yet you could tell solid objects moving extremly fast&#44 like a flash light beam in the night sky the other was chevr,2014-05-08,34.8238889,-89.9936111
2014-05-06 03:58:00,oxford,mi,us,light,30,30 seconds,Two bright lights moving in formation in sky.,2014-05-08,42.8247222,-83.2647222
2014-05-06 20:08:00,grand bay,al,us,circle,30,15-30 seconds,Bright red object over a pasture in South Alabama,2014-05-08,30.4761111,-88.3422222
2014-05-06 20:35:00,gadsden,al,us,cylinder,600,10 minutes,Strange cylinder shaped object appeared huge in size and illuminating white lights over hwy 278 in Gadsden; disappeared in thin air.,2014-05-08,34.0141667,-86.0066667
2014-05-06 21:00:00,ellensburg,wa,us,light,300,5 minutes,Orange to red immensely bright circular moving light.,2014-05-08,46.9966667,-120.5466667
2014-05-06 21:30:00,hanahan,sc,us,diamond,1200,15-20 minutes,Object was a VERY large area sized diamond with a flashing light on each of the four points. The lights flashed sporadically and the ob,2014-05-08,32.9183333,-80.0222222
2014-05-06 21:32:00,ancaster (canada),on,ca,triangle,240,4 minutes,Whilst driving to Caledonia&#44 I saw around 3 / 4 deep orange/red single glowing orbs. Eventually they kind of angled upwards slowly away,2014-05-08,43.225,-79.98
2014-05-06 22:15:00,shreveport,la,us,other,10,10 seconds,Boomerang object spotted,2014-05-08,32.525,-93.75
2014-05-06 22:30:00,st. louis,mo,us,fireball,2,2 seconds,Red fireball light orb seen high up in neighbors yard in Maplewood of St. Louis County.,2014-05-08,38.6272222,-90.1977778
2014-05-06 23:00:00,liberty,sc,us,oval,3600,1 hour,Possible u.f.o. sighting in Liberty&#44 SC.,2014-05-08,34.7877778,-82.6925
2014-05-06 23:00:00,melbourne,fl,us,sphere,45,45 seconds,Saw bright orange orb about 1000 feet up about 1/8 to 1/4 miles away moving about 50mph.,2014-05-08,28.0833333,-80.6083333
2014-05-07 00:00:00,bocholt (germany),,de,circle,240,4 minutes,((HOAX))  ((NUFORC Note:  No information provided by source.  Source does not respond to e-mail.  )),2014-05-08,51.833333,6.6
1958-05-07 10:00:00,north hollywood,ca,us,circle,432000,5days,A visit by a ufo object by a young child in 1958,2007-06-12,34.1722222,-118.3780556
1963-05-07 03:00:00,lynn,ma,us,disk,21600,6 hours,05/07/1965; @3:00am lynn&#44ma essex county usa; two abductees&#44 8 witnesses; two sauces&#44 1 burnt field,2004-01-17,42.4666667,-70.95
1972-05-07 00:00:00,essex (uk/england),,gb,unknown,180,3 mins,ODD SOUND,2006-05-15,51.833333,0.583333
1975-05-07 02:00:00,lodi,oh,us,light,135,2:15,It was about 2:00AM I was seven years old&#44 I look out the window when I herd a noise that was behind the the house it was a round red l,2000-12-09,41.0333333,-82.0122222
1978-05-07 21:50:00,grand prairie,tx,us,triangle,60,1 minute,1978 Ufo Grand Prairie Century 4 drive In.,2007-03-08,32.7458333,-96.9975
1981-05-07 09:00:00,santiago (chile),,,light,120,02 minutos,el unico objeto era un punto de luz blanco en una noche despejada del tama&ntilde;o de una estrella grande&#44 luego de estar suspendida por un c,2004-04-09,-33.46912,-70.641997
1989-05-07 11:50:00,talladega (super speedway),al,us,rectangle,60,1 minute,Rectangular object with rounded edges approx 20-30&#44000 ft alt seen above superspeedway,1999-05-24,33.4358333,-86.1058333
1993-05-07 20:00:00,sedona,az,us,formation,1800,approx 30 minutes,numerous UFO&#39s erratically streaming from red rock formation &quot;guarded&quot; by gov&#39t black helicopters,2004-07-25,34.8697222,-111.7602778
1994-05-07 09:00:00,long beach,ca,us,oval,1200,15-20 minutes,I observed the Craft at a close enough distance to know it was not anything man made,2012-01-24,33.7669444,-118.1883333
1995-05-07 01:00:00,phoenix,az,us,formation,1200,one hour,formations over phoenix,2007-04-27,33.4483333,-112.0733333
1995-05-07 01:30:00,gresham,or,us,,10,10 sec.,Man repts. very clear sighting of a very bright disc&#44 below clouds flying from SW sky.  Made zig-zag movements&#44 flew off.,1999-11-02,45.4983333,-122.4302778
1995-05-07 10:00:00,surrey (canada),bc,ca,other,3,3 seconds,I was looking at the clouds and just over these distant mountains I saw a sliver colored craft. It looked like a hazey straight line,2000-12-02,49.13635335,-122.8213433
1995-05-07 18:00:00,emmelshausen (germany),,de,unknown,7200,2 hrs,There might be acctual different beeings.,2006-02-14,50.15,7.566667
1996-05-07 20:00:00,fresno,ca,us,,300,5 min.,Couple witness &quot;huge black thing&quot; over parking lot in downtown Fresno.  Emitted steam or smoke in three directions.  Many lights.,1999-11-02,36.7477778,-119.7713889
1996-05-07 21:15:00,snelling,ca,us,,1200,20 min.,Couple see large disc in N sky &quot;w/ white&#44 yellow&#44 blue lights going in a circle around it.&quot;  Larger than clenched fist at arm&#39s length.,1999-11-02,37.5191667,-120.4363889
1996-05-07 21:40:00,tempe,az,us,,40,40 sec.,Man sees two bright lights moving very strangely.  &quot;Too slow to be meteorite&#44 too fast to be satellite.&quot;,1999-11-02,33.4147222,-111.9086111
1996-05-07 21:45:00,coos bay,or,us,,300,5 min.,Woman hears dogs barking.  Sees an &quot;immense&#44 creamy white light&#44&quot; blinking irregularly drop into nearby valley. Light continues.,1999-11-02,43.3666667,-124.2166667
1997-05-07 01:00:00,santa monica,ca,us,disk,120,2 minutes,On May 7&#44 1997 I was looking north to the Santa Monica mountains and saw what I believed to be a helicopter shining its lights down on,1999-01-28,34.0194444,-118.4902778
1997-05-07 19:30:00,adelaide (south australia),,au,triangle,5,5 seconds,first a dimond shape full of lights then travel right a v type object,1999-04-02,-34.928661,138.598633
1997-05-07 20:00:00,corapeake,nc,us,flash,300,5 minutes,There were three fire balls&#44 one over top of each other&#44 which had three smaller dots around each in a triangular shape.,2000-07-11,36.5341667,-76.5766667
1999-05-07 00:30:00,cherry grove (fire island),ny,us,changing,300,5 min,Object looking like a comet spotted over ocean at Fire Island.,1999-07-14,40.6588889,-73.0894444
1999-05-07 10:00:00,phoenix,az,us,sphere,15,15 seconds,I was taking photo&#39s of Contrails with my Digital camera&#44 taking pictures facing north&#44 east and then to the south when I captured the,1999-07-05,33.4483333,-112.0733333
1999-05-07 21:00:00,ozamiz city&#44 philis (philippines),,,triangle,5,5 seconds,w shape with lights on its side &#44i thought it was a migratotry bird  or a stealt flying in the night but it could not be a bird because,1999-06-23,8.148388,123.837149
1999-05-07 21:30:00,toronto (canada),on,ca,egg,30,30 sec,Nickel sized egg moving through the sky.,2004-02-12,43.666667,-79.416667
1999-05-07 22:30:00,roy,ut,us,changing,1440,24:00:00,On a walk saw a bright light. It was blinking. It moved slowly. It fadded in and out and changed color. Looked like a maple leaf that w,1999-06-23,41.1616667,-112.0255556
2000-05-07 03:45:00,portland,or,us,other,5,5 seconds,seen while walking home from work.,2000-05-11,45.5236111,-122.675
2000-05-07 08:00:00,laguna beach,ca,us,disk,3600,1 hour,I usually jog around Laguna Beach in the morning&#44 when all of a sudden I noticed a blinding blue light. As it came closer I noticed it,2000-05-11,33.5422222,-117.7822222
2000-05-07 11:45:00,lahore (pakistan),,,rectangle,60,less than 1 min,Stationary lights that disappeared,2000-06-21,31.554606,74.357158
2000-05-07 13:00:00,greenville,de,us,other,45,0:45,Brilliant Gold object observed through binoculars. Discription would resemble a &quot;Straight Pin&quot; Such as a ball at one end.,2000-05-11,39.7788889,-75.5986111
2000-05-07 16:30:00,worcester county,ma,us,unknown,180,2-3 min,roomate saw three stars in the daylight,2000-07-23,42.2625,-71.8027778
2000-05-07 19:00:00,london (ne) (uk/england),,gb,,30,15 - 30 seconds,TURPIN AVENUE&#44 COLLIER ROW&#44 ESSEX RM5 2HY. ABOVE AND TO THE REAR OF A LOW RISE BLOCK OF FLATS. LOW ALTITUDE&#44 APROX 16 - 20 METRES WIDE?,2001-08-12,51.514125,-0.093689
2000-05-07 20:00:00,mazatlan (mexico),,,,1200,20.min,I have 20 minutes of film but no one seams intrested to even look at it It looks like an object moving away from you as bright as any s,2004-07-25,23.236111,-106.415278
2000-05-07 22:12:00,edinburg,il,us,triangle,300,5 minutes,A triangular object low across the sky,2000-06-06,39.6572222,-89.3894444
2000-05-07 22:45:00,evansville,in,us,diamond,10,10 seconds,I spotted an amber colored diamond in the sky that seemed to shrink and fade until I could see it no more. I was looking to the west-no,2000-05-11,37.9747222,-87.5558333
2001-05-07 20:10:00,penn valley/lake wildwood,ca,,triangle,180,3 min,I got a real close look...,2001-08-05,39.240561,-121.206828
2001-05-07 22:10:00,peterborough (canada),on,ca,triangle,2100,35 min.,I saw a trangular black shaped object&#44 that I thought was a stelf bommer plane moving over a house just above my car.  I lost time.,2001-08-05,44.3,-78.333333
2002-05-07 04:00:00,seattle,wa,us,other,180,3 minutes plus,Very unusual &quot;aircraft&quot;..???,2002-05-14,47.6063889,-122.3308333
2002-05-07 20:55:00,albany,ca,us,chevron,45,30-45 seconds,Silent chevron shaped craft flying low over Northern California,2003-04-22,37.8869444,-122.2966667
2002-05-07 21:30:00,marksville,la,us,triangle,180,3 minutes,It was a triangle shaped object with lights&#44 hovering over a small airport next to a casino.,2002-05-14,31.1277778,-92.0661111
2002-05-07 21:30:00,san francisco,ca,us,changing,5400,1.5 hrs,Strange&#44 hovering light in the San Francisco night sky - 5/7/02,2002-05-14,37.775,-122.4183333
2002-05-07 23:23:00,winnipeg (canada),mb,ca,other,1800,30 minutes,An experienced amateur astronomer photographed an unusual object in the night sky. It could not be identified.,2002-07-01,49.883333,-97.166667
2002-05-07 23:30:00,winnipeg (canada),mb,ca,,1800,30 minutes,Two senior scientists witness peculiar glowing globe in night sky over Winnepeg.  Unable to identify the object.,2002-06-12,49.883333,-97.166667
2003-05-07 02:00:00,jonesboro,ar,us,diamond,30,30 seconds,Diamond shaped fuselage with multiple red lights&#44 sweepted wings with multiple white lights...amazing&#33,2003-05-09,35.8422222,-90.7041667
2003-05-07 17:00:00,europe,,,unknown,5,5 sec,RADAR WARNING,2003-05-09,54.525961,15.255119
2003-05-07 21:05:00,ada,ok,us,rectangle,180,1-3 minutes,Unexplainable,2003-05-13,34.7744444,-96.6780556
2003-05-07 21:30:00,boca raton,fl,us,triangle,120,2 minutes,Two objects in the sky were spaced evenly apart. Both were Triangle in shape. Each triangle craft looked like there 3 balls all attache,2003-05-09,26.3583333,-80.0833333
2003-05-07 22:30:00,newmarket (canada),on,ca,triangle,120,1or 2 minutes,triangle in flight,2003-07-16,44.05,-79.45
2003-05-07 22:30:00,northridge,ca,us,cigar,120,a couple minutes,3 cigar shaped green flying objects moving from south to north&#44 no way it was,2003-05-09,34.2283333,-118.5358333
2004-05-07 01:00:00,fort walton beach,fl,us,light,15,15 seconds,High speed white trail across the night sky with no sound.  But too slow and long to be a meteor.,2004-05-10,30.4055556,-86.6188889
2004-05-07 02:05:00,cumming,ga,us,unknown,40,forty seconds,I think it could have been a meteor but my partner thought it could have been a UFO  it was very bright and traveled across the sky smo,2004-05-10,34.2072222,-84.1402778
2004-05-07 10:25:00,north lauderdale,fl,us,oval,600,10 minutes,Oval-like shape object  approx 10:25pm &#44 row of blinking lights&#44 lights alternated blue and red&#44 while object ismaking a humming sound,2004-05-10,26.2169444,-80.2261111
2004-05-07 15:35:00,pompano beach,fl,us,triangle,480,6-8 minutes,Pompano/Ft .Lauderdale Beach Triangle craft disappears&#33,2004-05-10,26.2375,-80.125
2004-05-07 21:00:00,carterville,il,us,light,120,under 2 minutes,Small shining dot flies straight North  ((NUFORC Note:  Possible satellite.  PD)),2004-06-04,37.76,-89.0772222
2004-05-07 21:00:00,nevada (on a highway in),nv,,triangle,600,10 minutes,just read this,2004-06-04,38.80261,-116.419389
2004-05-07 21:00:00,rockford,il,us,sphere,2496,41:36:00,When the orb disappeared&#44 It was like turning off a light... It was no longer visible.,2004-06-04,42.2711111,-89.0938889
